platform,post_id,content_type,date_posted,likes,comments,shares,saves,retweets,clicks,views,impressions,reach,followers_at_time,demographic_segment,location,device_type,campaign_name,ad_spend,boosted,caption_text,hashtags,link_clicked,video_duration,engagement,engagement_rate,click_through_rate,conversion_rate
Facebook,POST02392,reel,2024-04-09 16:00:00,52,9,6,1,8,16,4111,6056,11444,97904,35-44,Germany,mobile,New Product Launch,102.19,True,Free act reduce than.,"#choose, #threat",True,110.8,67,0.01106340819022457,0.002642007926023778,0.0625
LinkedIn,POST02393,image,2024-04-09 17:00:00,58,8,2,4,5,19,1906,19353,17145,50433,35-44,India,mobile,Holiday Promo,228.94,True,Local occur possible mission new turn will happy.,"#same, #hundred",True,4.8,68,0.003513667131710846,0.0009817599338603834,0.05263157894736842
Twitter,POST02394,video,2024-04-09 18:00:00,45,13,3,3,4,14,7754,1661,4512,99156,35-44,Germany,desktop,Holiday Promo,125.96,False,Above evening first tough local great hit movie.,"#interest, #fire",False,125.4,61,0.03672486453943408,0.008428657435279952,0.0
Facebook,POST02395,text,2024-04-09 19:00:00,51,8,0,5,6,17,5499,12793,11919,73818,18-24,India,mobile,Brand Awareness,111.95,False,I green high amount hard matter raise.,"#minute, #item",True,121.7,59,0.004611897131243649,0.0013288517157820684,0.058823529411764705
Facebook,POST02396,video,2024-04-09 20:00:00,49,12,6,3,5,20,7088,3666,3156,64081,55+,US,desktop,Summer Sale,428.5,False,Myself watch sing open commercial agency.,"#federal, #news",True,12.6,67,0.018276050190943808,0.005455537370430988,0.05
LinkedIn,POST02397,video,2024-04-09 21:00:00,55,12,7,4,3,14,5620,11669,13602,97175,25-34,Nigeria,mobile,Brand Awareness,357.12,False,Draw enter old option surface.,"#usually, #dark",False,34.2,74,0.006341588825092124,0.0011997600479904018,0.0
LinkedIn,POST02398,text,2024-04-09 22:00:00,43,9,3,3,2,20,7860,19492,5508,3322,25-34,Nigeria,tablet,Holiday Promo,33.46,False,Start begin lot less true go improve.,"#week, #environmental",False,93.7,55,0.0028216704288939053,0.0010260619741432383,0.0
Facebook,POST02399,image,2024-04-09 23:00:00,44,6,7,1,5,20,1764,18707,3202,5933,25-34,US,tablet,New Product Launch,378.71,True,Thought song staff sport score.,"#financial, #play",False,64.9,57,0.00304698775859304,0.0010691185117870316,0.0
Twitter,POST02400,video,2024-04-10 00:00:00,47,15,7,2,3,20,238,4880,3830,64259,35-44,India,tablet,Brand Awareness,286.46,False,Buy most behind according seven mission.,"#figure, #grow",True,103.7,69,0.014139344262295081,0.004098360655737705,0.05
Facebook,POST02401,video,2024-04-10 01:00:00,51,14,5,2,4,19,4471,17261,16459,64599,25-34,Germany,mobile,Brand Awareness,393.49,False,Own time sell than board defense.,"#role, #item",False,136.9,70,0.004055384971901976,0.0011007473495162506,0.0
LinkedIn,POST02402,reel,2024-04-10 02:00:00,42,7,5,5,5,25,1666,15337,6423,53435,18-24,Germany,desktop,Summer Sale,296.67,True,Right later bed oil tell worker.,"#lead, #anything",True,98.7,54,0.0035208971767620788,0.001630044989241703,0.04
Twitter,POST02403,video,2024-04-10 03:00:00,49,7,4,4,3,20,3919,7092,2322,34997,35-44,Germany,mobile,Brand Awareness,188.7,True,That imagine son mind instead new season.,"#and, #short",True,82.6,60,0.008460236886632826,0.0028200789622109417,0.05
LinkedIn,POST02404,text,2024-04-10 04:00:00,51,10,5,1,5,19,8902,9476,2155,41928,35-44,India,tablet,New Product Launch,247.49,False,Yard several audience run seven need.,"#pull, #hot",False,47.5,66,0.0069649641198818064,0.0020050654284508233,0.0
Twitter,POST02405,reel,2024-04-10 05:00:00,54,12,2,4,5,18,4550,1060,17702,88988,18-24,US,mobile,New Product Launch,70.81,False,Above pretty specific example.,"#certain, #within",True,110.8,68,0.06415094339622641,0.016981132075471698,0.05555555555555555
Instagram,POST02406,image,2024-04-10 06:00:00,44,8,4,2,4,15,1046,10874,13172,61379,55+,Nigeria,tablet,Holiday Promo,155.3,True,Big painting after left common him.,"#food, #some",True,148.9,56,0.005149898841272761,0.0013794371896266324,0.06666666666666667
LinkedIn,POST02407,reel,2024-04-10 07:00:00,65,8,6,10,4,21,1239,19319,9993,4300,18-24,Germany,tablet,Holiday Promo,11.17,True,Town at race economic.,"#one, #oil",False,47.2,79,0.004089238573425125,0.0010870127853408562,0.0
LinkedIn,POST02408,text,2024-04-10 08:00:00,50,13,5,2,2,26,1100,10034,14958,62213,18-24,India,desktop,Brand Awareness,203.11,True,Congress professor message develop ten ahead.,"#call, #describe",False,141.9,68,0.006776958341638429,0.00259118995415587,0.0
Facebook,POST02409,text,2024-04-10 09:00:00,36,5,4,2,4,8,5519,1720,12438,65273,18-24,India,tablet,Summer Sale,45.62,True,Fire real structure father age none.,"#suddenly, #build",True,75.2,45,0.02616279069767442,0.004651162790697674,0.125
LinkedIn,POST02410,reel,2024-04-10 10:00:00,41,9,6,0,4,26,3236,623,9994,56420,55+,Germany,desktop,New Product Launch,330.31,False,Difficult including reach Democrat.,"#debate, #remain",True,20.1,56,0.0898876404494382,0.04173354735152488,0.038461538461538464
LinkedIn,POST02411,image,2024-04-10 11:00:00,51,9,4,2,1,16,1331,7996,5470,20592,25-34,US,mobile,Summer Sale,456.27,True,Truth that mention kid pass occur.,"#mouth, #play",True,163.9,64,0.0080040020010005,0.002001000500250125,0.0625
Instagram,POST02412,reel,2024-04-10 12:00:00,42,9,4,3,3,23,5972,15582,14283,34030,18-24,Nigeria,desktop,New Product Launch,370.34,False,Near phone hit check though.,"#whatever, #away",False,122.7,55,0.0035297137723013733,0.0014760621229623924,0.0
LinkedIn,POST02413,image,2024-04-10 13:00:00,46,9,6,6,3,20,208,11640,3564,50972,35-44,Nigeria,desktop,Brand Awareness,103.72,True,Why newspaper begin election effect.,"#reality, #paper",False,151.4,61,0.005240549828178694,0.001718213058419244,0.0
Instagram,POST02414,reel,2024-04-10 14:00:00,46,5,4,2,4,27,1903,12037,3059,95715,25-34,India,tablet,New Product Launch,253.54,True,Read peace medical beautiful.,"#mother, #record",False,117.9,55,0.004569244828445626,0.002243083824873307,0.0
Instagram,POST02415,text,2024-04-10 15:00:00,44,8,7,8,3,21,2303,9062,402,84150,25-34,US,tablet,Holiday Promo,355.98,False,Carry spring strong.,"#begin, #create",True,22.2,59,0.006510704038843522,0.0023173692341646435,0.047619047619047616
Instagram,POST02416,video,2024-04-10 16:00:00,48,8,7,1,5,16,1112,10302,1973,9154,45-54,UK,desktop,Holiday Promo,402.85,False,Very others experience offer ask father.,"#behind, #indicate",True,97.5,63,0.00611531741409435,0.0015530964861192001,0.0625
Instagram,POST02417,video,2024-04-10 17:00:00,45,8,6,4,1,23,683,15673,8830,37464,18-24,Nigeria,tablet,Summer Sale,141.51,False,Strategy wall learn spend report create.,"#social, #various",True,114.1,59,0.00376443565367192,0.0014674918649907483,0.043478260869565216
Twitter,POST02418,image,2024-04-10 18:00:00,50,11,4,3,10,19,7207,5012,11753,70252,25-34,UK,mobile,Brand Awareness,238.54,True,Debate scene fact hundred.,"#southern, #two",False,47.0,65,0.012968874700718277,0.003790901835594573,0.0
Facebook,POST02419,image,2024-04-10 19:00:00,49,7,5,0,3,23,9425,9737,11680,16914,35-44,India,mobile,Holiday Promo,52.17,True,Choice night executive season nation travel career.,"#country, #white",False,113.6,61,0.006264763274109068,0.0023621238574509603,0.0
Twitter,POST02420,image,2024-04-10 20:00:00,63,11,5,1,8,20,4225,5584,10610,77901,55+,Nigeria,tablet,Summer Sale,363.18,False,Experience when break best station thing machine worry.,"#boy, #impact",False,102.0,79,0.01414756446991404,0.0035816618911174787,0.0
LinkedIn,POST02421,text,2024-04-10 21:00:00,46,7,5,3,2,21,3162,2104,3316,48556,55+,US,desktop,Summer Sale,217.37,True,Meeting fire picture get will everyone increase.,"#computer, #effort",True,3.9,58,0.027566539923954372,0.009980988593155894,0.047619047619047616
Twitter,POST02422,reel,2024-04-10 22:00:00,45,14,6,2,2,29,1542,14452,10450,29885,25-34,UK,mobile,New Product Launch,20.85,True,Necessary general week poor worker clear.,"#loss, #fly",True,158.9,65,0.00449764738444506,0.0020066426792139497,0.034482758620689655
Twitter,POST02423,text,2024-04-10 23:00:00,55,11,6,2,5,22,4553,1353,6216,8766,55+,Germany,desktop,Summer Sale,264.71,True,Up walk president either which project.,"#experience, #face",True,96.1,72,0.05321507760532151,0.016260162601626018,0.045454545454545456
LinkedIn,POST02424,video,2024-04-11 00:00:00,37,14,8,0,3,16,7809,9938,3602,14964,45-54,UK,mobile,Brand Awareness,395.69,False,Citizen edge part meeting collection thank thousand.,"#go, #animal",False,105.2,59,0.005936808210907627,0.0016099818877037633,0.0
LinkedIn,POST02425,image,2024-04-11 01:00:00,57,12,4,2,7,26,9696,18033,2263,86934,55+,India,mobile,Brand Awareness,22.22,False,Form poor center since impact.,"#situation, #reason",True,27.2,73,0.004048133976598458,0.001441801142350136,0.038461538461538464
LinkedIn,POST02426,reel,2024-04-11 02:00:00,53,14,9,0,2,18,7091,16502,3822,62740,55+,India,tablet,Summer Sale,201.66,False,Vote century ready parent anyone administration.,"#heavy, #million",True,144.7,76,0.004605502363349897,0.0010907768755302387,0.05555555555555555
Twitter,POST02427,video,2024-04-11 03:00:00,60,10,11,3,6,18,9067,7866,16380,22353,55+,India,tablet,Brand Awareness,240.93,True,Each seven second meet smile show room.,"#because, #study",True,95.7,81,0.010297482837528604,0.002288329519450801,0.05555555555555555
Twitter,POST02428,video,2024-04-11 04:00:00,50,9,5,4,5,21,830,10868,11659,84201,35-44,US,desktop,Brand Awareness,499.77,True,Physical everyone change admit.,"#state, #professional",False,15.9,64,0.005888847994111152,0.0019322782480677217,0.0
LinkedIn,POST02429,video,2024-04-11 05:00:00,60,12,5,2,4,20,388,12619,10835,23920,45-54,US,tablet,Brand Awareness,109.36,False,Ball get commercial professional account after.,"#total, #south",False,126.2,77,0.006101909818527617,0.0015849116411760045,0.0
Facebook,POST02430,text,2024-04-11 06:00:00,46,8,5,4,3,19,8078,7655,5393,33405,45-54,India,tablet,Holiday Promo,409.58,True,Everybody development must article rather prevent college.,"#rather, #medical",True,88.0,59,0.007707380796864794,0.00248203788373612,0.05263157894736842
Facebook,POST02431,image,2024-04-11 07:00:00,44,9,2,4,1,25,9391,2769,6455,87419,55+,Nigeria,tablet,New Product Launch,72.96,False,Read age society mention indeed always.,"#claim, #never",True,60.2,55,0.01986276634163958,0.00902853015529072,0.04
Instagram,POST02432,video,2024-04-11 08:00:00,59,11,4,4,0,29,398,5459,4993,22244,25-34,Germany,mobile,Brand Awareness,482.0,False,Begin tell laugh drop.,"#soon, #attack",True,165.9,74,0.01355559626305184,0.005312328265250046,0.034482758620689655
LinkedIn,POST02433,image,2024-04-11 09:00:00,48,11,6,2,6,19,9872,14408,11329,87203,35-44,US,desktop,Brand Awareness,153.35,False,East trouble focus clearly result.,"#house, #capital",True,147.8,65,0.004511382565241533,0.0013187118267629094,0.05263157894736842
Instagram,POST02434,text,2024-04-11 10:00:00,47,13,3,3,4,20,845,8419,2027,28274,25-34,Nigeria,desktop,Brand Awareness,72.78,True,Add position enjoy us himself conference.,"#control, #worry",True,7.7,63,0.007483073999287326,0.002375579047392802,0.05
Facebook,POST02435,video,2024-04-11 11:00:00,42,11,6,0,5,19,6714,14071,16055,49756,18-24,UK,desktop,Brand Awareness,190.88,False,My share imagine.,"#although, #without",False,125.8,59,0.004193021107241845,0.0013502949328405942,0.0
Instagram,POST02436,text,2024-04-11 12:00:00,44,10,6,4,5,15,6993,14318,2703,30031,35-44,UK,tablet,Summer Sale,7.61,True,Ability grow growth any.,"#Democrat, #expect",False,31.0,60,0.004190529403547982,0.0010476323508869954,0.0
LinkedIn,POST02437,text,2024-04-11 13:00:00,48,6,2,2,1,25,3658,13376,11331,48380,55+,Nigeria,desktop,Holiday Promo,54.43,False,Discover scene sport group physical more.,"#name, #life",True,3.0,56,0.004186602870813397,0.0018690191387559809,0.04
LinkedIn,POST02438,image,2024-04-11 14:00:00,48,17,2,4,6,22,7638,11675,9023,83641,35-44,Germany,desktop,Brand Awareness,248.07,True,Wait watch place.,"#city, #present",True,39.4,67,0.0057387580299785865,0.0018843683083511777,0.045454545454545456
LinkedIn,POST02439,video,2024-04-11 15:00:00,38,11,7,1,4,21,263,18325,9026,61097,35-44,UK,mobile,Brand Awareness,470.31,False,Responsibility feeling letter pay during popular.,"#coach, #nice",False,8.6,56,0.0030559345156889496,0.001145975443383356,0.0
Twitter,POST02440,text,2024-04-11 16:00:00,52,13,7,4,3,33,2940,17406,12108,41500,25-34,Nigeria,desktop,Summer Sale,222.46,True,Reality material fine rock support.,"#discuss, #two",True,114.9,72,0.004136504653567736,0.0018958979662185454,0.030303030303030304
Instagram,POST02441,video,2024-04-11 17:00:00,49,12,5,3,6,18,2360,5248,16729,64971,18-24,Nigeria,tablet,Summer Sale,330.11,True,State another opportunity just lay not.,"#respond, #near",False,136.3,66,0.012576219512195123,0.003429878048780488,0.0
Facebook,POST02442,image,2024-04-11 18:00:00,50,10,4,3,4,24,8584,7957,16705,73412,35-44,India,mobile,Brand Awareness,353.54,False,Western executive kid need remember human box.,"#lawyer, #act",True,32.1,64,0.008043232374010306,0.0030162121402538644,0.041666666666666664
Facebook,POST02443,text,2024-04-11 19:00:00,41,8,3,4,5,9,5340,3818,13645,72025,18-24,Nigeria,mobile,Brand Awareness,18.28,True,Bar individual set seven present.,"#lose, #who",False,37.7,52,0.013619696176008382,0.002357255107386066,0.0
Facebook,POST02444,image,2024-04-11 20:00:00,40,12,5,1,4,22,495,6853,15813,25343,18-24,Germany,mobile,Holiday Promo,161.04,True,Church example green management more support.,"#actually, #strategy",True,24.1,57,0.008317525171457755,0.0032102728731942215,0.045454545454545456
Twitter,POST02445,video,2024-04-11 21:00:00,52,9,2,3,5,13,6147,13105,17040,12614,25-34,India,desktop,New Product Launch,498.52,True,Should especially head affect hour together teach.,"#store, #run",False,101.2,63,0.004807325448302174,0.0009919877909194963,0.0
Twitter,POST02446,video,2024-04-11 22:00:00,44,6,5,5,2,26,2569,1508,10141,98433,25-34,Germany,mobile,Summer Sale,3.5,True,Within learn smile thus.,"#development, #listen",True,88.1,55,0.03647214854111406,0.017241379310344827,0.038461538461538464
LinkedIn,POST02447,image,2024-04-11 23:00:00,44,9,6,3,5,15,1691,7881,1788,18606,55+,Germany,mobile,New Product Launch,235.09,True,Specific exist citizen recently.,"#tree, #side",False,1.1,59,0.007486359599035655,0.001903311762466692,0.0
Facebook,POST02448,reel,2024-04-12 00:00:00,43,11,7,3,2,27,3251,9914,12659,18315,55+,India,mobile,Summer Sale,418.72,True,Light food weight fast this edge.,"#be, #whatever",True,66.5,61,0.0061529150695985475,0.0027234214242485375,0.037037037037037035
Twitter,POST02449,text,2024-04-12 01:00:00,50,11,6,4,5,16,8143,14193,3954,20236,35-44,India,desktop,Holiday Promo,144.21,True,Part poor challenge apply.,"#industry, #amount",True,15.8,67,0.004720636933699711,0.001127316282674558,0.0625
LinkedIn,POST02450,video,2024-04-12 02:00:00,42,6,4,2,2,20,1504,14848,13721,6265,55+,UK,mobile,Brand Awareness,498.31,True,Deal different store.,"#indeed, #technology",False,104.2,52,0.003502155172413793,0.0013469827586206897,0.0
Facebook,POST02451,video,2024-04-12 03:00:00,57,11,3,4,3,20,5105,7391,1064,59522,25-34,UK,desktop,Holiday Promo,243.05,True,Herself cut important item particular gas guess.,"#area, #everybody",False,85.3,71,0.009606277905560817,0.002705993776214315,0.0
Instagram,POST02452,text,2024-04-12 04:00:00,48,9,4,7,2,22,8731,8437,10611,46129,55+,India,tablet,Summer Sale,457.0,False,Tonight yet weight us positive.,"#prepare, #state",True,82.6,61,0.007230058077515705,0.002607561929595828,0.045454545454545456
LinkedIn,POST02453,image,2024-04-12 05:00:00,45,7,4,2,2,30,6569,1358,2060,19152,55+,Germany,desktop,Holiday Promo,264.16,False,Whether responsibility senior marriage scene bill material.,"#small, #mission",False,132.3,56,0.041237113402061855,0.022091310751104567,0.0
Twitter,POST02454,image,2024-04-12 06:00:00,51,7,12,3,4,20,4492,5083,11185,77111,55+,US,tablet,Holiday Promo,198.82,False,Above real evening necessary provide.,"#sort, #person",False,82.7,70,0.013771394845563643,0.003934684241589613,0.0
Twitter,POST02455,image,2024-04-12 07:00:00,65,8,6,2,2,28,6294,11688,345,76026,18-24,Nigeria,tablet,Holiday Promo,355.05,True,Republican why fill federal.,"#media, #option",False,87.5,79,0.006759069130732375,0.0023956194387405884,0.0
LinkedIn,POST02456,reel,2024-04-12 08:00:00,56,7,4,2,6,18,6711,5303,10107,27096,55+,India,tablet,Brand Awareness,479.14,True,Man free check section class sound they.,"#ever, #international",False,113.9,67,0.012634357910616631,0.0033943051103149163,0.0
LinkedIn,POST02457,reel,2024-04-12 09:00:00,46,11,4,2,8,25,9766,17200,3641,92964,25-34,Nigeria,mobile,New Product Launch,188.05,False,Truth up dinner doctor.,"#recently, #sea",False,54.2,61,0.003546511627906977,0.0014534883720930232,0.0
Twitter,POST02458,video,2024-04-12 10:00:00,51,7,13,2,5,22,623,3899,8525,95085,18-24,UK,desktop,New Product Launch,432.47,False,Skin bring space institution nature station.,"#toward, #song",False,168.7,71,0.0182097973839446,0.0056424724288279045,0.0
Instagram,POST02459,image,2024-04-12 11:00:00,50,11,6,2,4,26,8388,13399,10509,41015,55+,Nigeria,desktop,New Product Launch,329.81,False,Later leader back unit full edge environment important.,"#phone, #popular",True,50.7,67,0.005000373162176282,0.0019404433166654229,0.038461538461538464
Facebook,POST02460,text,2024-04-12 12:00:00,38,9,4,4,0,36,9936,17187,4225,76884,55+,UK,mobile,Summer Sale,189.3,True,Sit compare democratic newspaper.,"#section, #course",False,164.5,51,0.002967359050445104,0.0020946063885494853,0.0
Instagram,POST02461,video,2024-04-12 13:00:00,60,10,5,2,4,16,7012,18812,2218,27115,25-34,India,desktop,Summer Sale,27.74,False,Option technology site although deep.,"#yet, #budget",False,146.5,75,0.003986816925366787,0.0008505209440782479,0.0
LinkedIn,POST02462,text,2024-04-12 14:00:00,41,10,3,0,5,16,2806,2949,16125,57443,35-44,UK,mobile,Brand Awareness,155.7,False,Pressure list pressure send agree part information.,"#require, #author",True,163.1,54,0.018311291963377416,0.0054255679891488644,0.0625
Instagram,POST02463,video,2024-04-12 15:00:00,49,11,4,1,7,33,8733,2377,568,41947,25-34,Germany,mobile,Brand Awareness,415.64,True,Offer note how play.,"#spring, #evidence",True,33.0,64,0.026924694993689526,0.013883045856121162,0.030303030303030304
